player_name,team,games_played,games_started,min,pts,fgm,fga,fg_pct,2ptm,2pta,2pt_pct,3ptm,3pta,3pt_pct,ftm,fta,ft_pct,def,off,reb,ast,stl,to,pf,pfa,blk,blka,rate
אילון ששון,מכבי חיפה גיא נתן,7,4,19.9,4.4,1.4,3.7,38.5,1.3,3.4,37.5,0.1,0.3,50.0,1.4,2.3,62.5,2.9,2.0,4.9,1.1,0.6,1.4,3.7,2.9,0.3,1.0,4.9
איליי אלול,מכבי אשדוד,3,0,3.3,2.7,1.0,2.0,50.0,0.3,0.3,100.0,0.7,1.7,40.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
איתי זלכה,"א.ס רמה""ש ירק השדה",1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
איתי ירום,"מכבי פ""ת",5,0,4.6,0.6,0.2,1.4,14.3,0.2,1.0,20.0,0.0,0.4,0.0,0.2,0.6,33.3,0.4,0.8,1.2,0.4,0.2,0.0,0.2,0.4,0.0,0.0,1.0
איתי קרביוב,מכבי מעלה אדומים,9,9,28.8,11.1,4.1,10.8,38.1,3.2,6.6,49.2,0.9,4.2,21.1,2.0,3.4,58.1,4.4,2.4,6.9,2.4,0.8,1.9,3.2,3.6,0.2,0.6,11.1
איתי שניידר,הפועל חיפה נווה שאנן שובל,1,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
איתי שניידר,הפועל נווה שאנן חיפה,3,0,2.3,0.7,0.3,0.7,50.0,0.3,0.3,100.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0
איתם כהן,מ.כ עוטף דרום,9,1,10.6,2.3,1.0,3.3,30.0,0.8,1.7,46.7,0.2,1.7,13.3,0.1,0.1,100.0,0.9,0.0,0.9,1.3,0.9,0.4,0.9,0.4,0.0,0.0,2.2
איתן בש,אליצור שומרון,4,0,3.0,0.5,0.2,0.5,50.0,0.2,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.2
איתן דרוט,"א.ס רמה""ש ירק השדה",1,0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
אלון דניאלי,מכבי קרית גת,8,1,8.6,3.6,1.1,2.8,40.9,0.8,1.8,42.9,0.4,1.0,37.5,1.0,1.1,88.9,0.9,1.0,1.9,0.2,0.1,0.6,2.0,0.8,0.1,0.0,2.4
אלון דרוקר,הפועל אסטרל אילת,8,0,19.2,8.4,3.1,7.4,42.4,1.4,3.2,42.3,1.8,4.1,42.4,0.4,0.5,75.0,1.4,0.0,1.4,4.0,0.9,1.4,2.4,1.9,0.0,0.0,8.4
אלון הרשקוביץ,הפועל מגדל העמק/יזרעאל,8,2,6.8,2.8,1.0,2.0,50.0,0.2,0.4,66.7,0.8,1.6,46.2,0.0,0.0,0.0,0.8,0.1,0.9,0.6,0.2,0.6,0.8,0.0,0.0,0.0,2.1
אלון ראכלין,מכבי גיא נתן חיפה,1,0,8.0,3.0,1.0,5.0,20.0,0.0,2.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0
אלון ראכלין,מכבי חיפה גיא נתן,4,1,7.5,1.2,0.5,1.8,28.6,0.2,1.2,20.0,0.2,0.5,50.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.2,0.2,0.5,0.5,0.0,0.0,1.5
אלונזו סולה,"מכבי פ""ת",7,7,26.7,15.3,6.0,10.4,57.5,4.4,7.4,59.6,1.6,3.0,52.4,1.7,2.7,63.2,4.3,1.3,5.6,1.0,1.3,2.1,3.3,2.4,0.3,0.7,14.1
אליה נקר,מכבי אשדוד,3,0,2.7,1.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.7
אליעד טל,הפועל אסטרל אילת,8,8,29.6,15.8,5.6,10.4,54.2,4.5,6.9,65.5,1.1,3.5,32.1,3.4,4.1,81.8,6.0,1.1,7.1,1.6,1.4,1.2,2.6,2.8,0.4,0.0,19.5
אלכס צוברביץ',עירוני נהריה,5,0,8.4,3.0,1.4,2.2,63.6,1.4,2.2,63.6,0.0,0.0,0.0,0.2,0.4,50.0,1.2,1.2,2.4,0.8,0.2,0.4,1.2,0.4,0.6,0.0,4.8
אמיתי אפנג'ר,מכבי מעלה אדומים,9,0,8.0,2.4,1.1,1.9,58.8,0.9,1.2,72.7,0.2,0.7,33.3,0.0,0.1,0.0,0.6,0.6,1.1,0.4,0.6,0.7,1.7,0.6,0.2,0.1,2.0
אמיתי מסיל,מכבי מעלה אדומים,5,0,2.4,1.6,0.8,1.6,50.0,0.8,1.4,57.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,1.0,0.0,0.0,0.2,-0.6
אמרי כגן,מכבי קרית גת,6,0,3.7,1.2,0.3,1.2,28.6,0.2,0.8,20.0,0.2,0.3,50.0,0.3,0.3,100.0,0.8,0.5,1.3,0.2,0.3,0.8,0.7,0.2,0.2,0.0,1.0
אמרי שביט,מכבי אשדוד,10,10,27.1,7.8,3.1,6.3,49.2,2.7,4.9,55.1,0.4,1.4,28.6,1.2,1.6,75.0,4.6,1.2,5.8,1.7,0.9,1.4,3.3,2.3,1.2,0.1,11.3
אסף דוד פשין,"א.ס רמה""ש ירק השדה",2,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
אסף כהן,אליצור שומרון,6,0,7.2,1.0,0.3,1.3,25.0,0.2,0.3,50.0,0.2,1.0,16.7,0.2,0.7,25.0,0.8,0.0,0.8,0.2,0.7,0.5,0.8,0.3,0.0,0.0,0.2
אקסבייר ג'ונסון,הפועל חיפה נווה שאנן שובל,1,1,36.0,17.0,7.0,15.0,46.7,6.0,11.0,54.5,1.0,4.0,25.0,2.0,5.0,40.0,5.0,2.0,7.0,1.0,1.0,1.0,4.0,8.0,0.0,0.0,18.0
אקסבייר ג'ונסון,הפועל נווה שאנן חיפה,9,9,36.2,19.0,6.2,12.8,48.7,5.6,10.2,54.3,0.7,2.6,26.1,5.9,7.9,74.6,7.8,3.1,10.9,2.4,1.8,2.1,3.6,6.9,0.7,0.7,26.8
אר ג׳יי גלאספר,א.ס. עירוני אשקלון,8,8,33.9,21.2,7.0,16.4,42.7,5.4,10.4,51.8,1.6,6.0,27.1,5.6,6.2,90.0,3.9,0.1,4.0,5.5,1.1,3.1,1.5,5.9,0.0,0.4,22.8
ארי עמיאל,אליצור יבנה,1,0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0
אריאל ג'אן,א.ס. עירוני אשקלון,1,0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,-5.0
אריאל דרעי,"מכבי פ""ת",2,0,24.5,9.0,4.0,8.0,50.0,3.5,5.0,70.0,0.5,3.0,16.7,0.5,1.0,50.0,0.5,0.5,1.0,0.0,1.0,1.5,1.0,2.5,0.0,0.0,6.5
אריאל ניסים גאן,א.ס. עירוני אשקלון,1,0,5.0,2.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
בן אונצ'ה,מכבי קרית גת,9,9,26.8,9.0,3.3,6.9,48.4,2.2,4.2,52.6,1.1,2.7,41.7,1.2,2.0,61.1,1.9,0.6,2.4,2.0,1.2,1.1,2.7,2.4,0.1,0.2,8.9
בן גולד,מכבי אשדוד,7,7,18.1,9.7,3.0,7.9,38.2,0.4,0.6,75.0,2.6,7.3,35.3,1.1,1.3,88.9,2.6,1.0,3.6,0.4,0.1,0.7,1.4,0.6,0.1,0.0,7.4
בן קלהון גולד,מכבי אשדוד,3,3,19.7,8.3,2.7,7.3,36.4,1.0,1.7,60.0,1.7,5.7,29.4,1.3,1.3,100.0,2.0,0.7,2.7,2.0,0.3,0.3,1.7,0.7,1.0,0.0,8.3
בר רוטשטיין,עירוני נהריה,3,0,3.3,0.7,0.3,1.3,25.0,0.3,0.7,50.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,-1.0
בר שינבוים,מכבי אשדוד,10,0,11.5,4.7,1.8,3.5,51.4,1.1,1.5,73.3,0.7,2.0,35.0,0.4,0.4,100.0,0.9,0.4,1.3,0.7,0.5,0.4,1.1,0.5,0.0,0.1,4.4
בר שפע,מכבי מעלה אדומים,9,3,11.8,1.9,0.7,2.4,27.3,0.3,1.2,27.3,0.3,1.2,27.3,0.2,0.3,66.7,1.0,0.1,1.1,1.1,0.4,0.7,1.1,0.3,0.0,0.0,1.2
ברדלי צ'מוני אזווירו,מכבי חיפה גיא נתן,3,2,20.0,9.7,2.7,6.0,44.4,2.7,6.0,44.4,0.0,0.0,0.0,4.3,5.3,81.2,3.3,2.0,5.3,0.3,0.7,1.3,2.0,3.0,0.0,0.0,11.3
ברנדון אדוארדס,הפועל מגדל העמק/יזרעאל,1,1,35.0,17.0,7.0,14.0,50.0,5.0,8.0,62.5,2.0,6.0,33.3,1.0,2.0,50.0,6.0,5.0,11.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,19.0
ברנדון אדווארדס,הפועל מגדל העמק/יזרעאל,1,1,15.0,4.0,2.0,4.0,50.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0
ברנדון באומן,א.ס. עירוני אשקלון,9,0,24.0,13.0,5.0,9.8,51.1,3.9,6.6,59.3,1.1,3.2,34.5,1.9,2.7,70.8,3.3,1.6,4.9,1.0,0.8,1.2,1.3,2.1,0.8,0.3,14.1
ברנדון וואטרספון,עירוני נהריה,4,4,21.8,11.5,4.2,8.0,53.1,2.5,4.0,62.5,1.8,4.0,43.8,1.2,1.5,83.3,2.2,1.5,3.8,2.8,0.5,0.8,2.2,1.8,0.8,0.2,13.5
ברק אוריון,מכבי מעלה אדומים,9,0,16.0,3.7,1.2,3.7,33.3,1.1,2.0,55.6,0.1,1.7,6.7,1.1,1.6,71.4,3.1,0.9,4.0,1.2,1.1,1.3,0.7,0.9,0.1,0.1,6.0
ג'ונתן פיירל,הפועל מגדל העמק/יזרעאל,5,4,20.0,8.4,3.4,6.6,51.5,3.2,6.0,53.3,0.2,0.6,33.3,1.4,2.4,58.3,3.4,2.8,6.2,1.4,0.6,2.6,2.6,3.6,0.4,0.4,10.8
ג'וש אלדריך,מכבי רחובות,7,7,22.3,12.0,4.3,8.4,50.8,3.0,4.9,61.8,1.3,3.6,36.0,2.1,2.4,88.2,4.7,2.1,6.9,0.9,0.3,1.7,2.3,1.7,0.4,0.3,13.4
ג'וש אנזיקור,מ.ס צפת,8,8,32.0,18.5,7.2,11.9,61.1,6.4,9.0,70.8,0.9,2.9,30.4,3.1,4.4,71.4,5.1,1.8,6.9,2.0,1.0,2.9,2.4,4.9,0.6,0.4,22.2
ג'וש פרידקין,מכבי גיא נתן חיפה,2,0,8.0,1.0,0.5,1.0,50.0,0.5,0.5,100.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,3.0
ג'וש פרידקין,מכבי חיפה גיא נתן,7,2,16.0,4.6,1.4,3.3,43.5,0.3,0.9,33.3,1.1,2.4,47.1,0.6,0.6,100.0,0.3,0.3,0.6,1.3,0.7,0.7,3.0,1.1,0.0,0.0,2.7
ג'וש פרייס,מכבי גיא נתן חיפה,2,2,23.0,12.0,4.5,11.5,39.1,4.5,9.0,50.0,0.0,2.5,0.0,3.0,5.0,60.0,3.5,0.0,3.5,2.0,1.0,3.0,3.5,3.5,1.5,0.0,8.0
ג'וש פרייס,מכבי חיפה גיא נתן,7,6,32.6,22.6,8.4,18.9,44.7,7.6,15.0,50.5,0.9,3.9,22.2,4.9,6.6,73.9,6.9,2.1,9.0,3.3,1.6,4.3,3.3,5.7,0.7,1.1,22.0
ג'ושוע נזאקור,מ.ס צפת,1,1,37.0,15.0,5.0,10.0,50.0,5.0,9.0,55.6,0.0,1.0,0.0,5.0,7.0,71.4,5.0,0.0,5.0,5.0,0.0,5.0,2.0,5.0,0.0,0.0,16.0
ג'ושוע רודל אלדריץ',מכבי רחובות,2,2,18.5,4.5,1.5,5.0,30.0,1.5,3.5,42.9,0.0,1.5,0.0,1.5,1.5,100.0,2.0,2.0,4.0,1.0,0.0,0.5,3.0,1.0,1.5,0.0,5.0
ג'יילן ג'מאל טייט,מכבי מעלה אדומים,6,6,27.7,12.0,4.7,12.7,36.8,3.7,8.3,44.0,1.0,4.3,23.1,1.7,2.7,62.5,4.0,1.3,5.3,3.0,1.8,2.3,2.0,3.5,0.0,0.8,11.5
ג'יילן לאמאר הרפר,מכבי חיפה גיא נתן,2,2,24.0,14.0,3.5,14.5,24.1,2.0,6.5,30.8,1.5,8.0,18.8,5.5,8.0,68.8,3.0,0.5,3.5,1.5,0.5,0.5,3.5,5.0,0.0,1.0,6.0
ג'ייס טאונסנד,מכבי גיא נתן חיפה,2,2,32.5,10.5,4.5,15.0,30.0,4.0,9.0,44.4,0.5,6.0,8.3,1.0,1.0,100.0,3.5,0.0,3.5,4.0,1.0,3.5,2.0,1.0,0.0,0.5,3.5
ג'ייס טאונסנד,מכבי חיפה גיא נתן,1,1,33.0,21.0,7.0,16.0,43.8,4.0,6.0,66.7,3.0,10.0,30.0,4.0,5.0,80.0,8.0,1.0,9.0,5.0,0.0,3.0,3.0,5.0,1.0,0.0,25.0
גיא חמו,הפועל חיפה נווה שאנן שובל,1,0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
גיא חמו,הפועל נווה שאנן חיפה,8,0,7.6,0.6,0.2,1.6,15.4,0.1,0.6,20.0,0.1,1.0,12.5,0.0,0.0,0.0,0.5,0.2,0.8,0.1,0.2,0.6,0.9,0.0,0.0,0.0,-1.1
גידי שיפר,מכבי קרית גת,2,0,5.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
גל גילינסקי,"מכבי פ""ת",9,9,33.8,14.4,4.8,11.2,42.6,3.8,7.3,51.5,1.0,3.9,25.7,3.9,6.0,64.8,7.1,1.8,8.9,10.3,1.2,6.3,2.1,5.4,0.2,0.4,23.1
גל שטרנברג,מ.כ עוטף דרום,7,5,22.7,7.4,2.7,5.7,47.5,1.7,3.4,50.0,1.0,2.3,43.8,1.0,1.4,70.0,4.1,1.1,5.3,1.7,0.3,0.6,2.0,1.0,0.1,0.4,9.4
גלעד מלניק,מכבי חיפה גיא נתן,3,0,9.3,2.7,1.0,3.0,33.3,0.3,0.3,100.0,0.7,2.7,25.0,0.0,0.0,0.0,1.3,0.0,1.3,0.3,0.0,0.7,1.0,0.0,0.0,0.0,0.7
ג׳אמארי סמית,א.ס. עירוני אשקלון,6,5,22.2,9.5,3.7,7.8,46.8,3.0,4.7,64.3,0.7,3.2,21.1,1.5,2.3,64.3,2.8,0.3,3.2,1.2,0.7,0.8,2.5,2.5,0.8,0.0,9.5
דאסטי האנאס,הפועל אסטרל אילת,8,8,26.0,14.0,5.1,10.2,50.0,3.4,6.4,52.9,1.8,3.9,45.2,2.0,2.2,88.9,0.8,0.1,0.9,2.5,0.6,1.0,2.9,2.5,0.1,0.4,11.0
דביר אוחנה,מ.ס צפת,1,0,21.0,13.0,4.0,8.0,50.0,1.0,3.0,33.3,3.0,5.0,60.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,7.0
דוויט אלן ווילסון,מכבי אשדוד,1,1,35.0,24.0,10.0,14.0,71.4,10.0,14.0,71.4,0.0,0.0,0.0,4.0,7.0,57.1,14.0,4.0,18.0,1.0,0.0,2.0,2.0,7.0,2.0,1.0,40.0
דווייט וילסון,מכבי אשדוד,9,9,25.2,15.6,6.2,10.4,59.6,6.2,10.4,59.6,0.0,0.0,0.0,3.1,6.0,51.9,7.4,4.4,11.9,0.9,0.7,2.6,1.1,4.0,0.2,0.3,22.1
דויד מוסיס,"א.ס רמה""ש ירק השדה",6,0,2.8,0.7,0.3,1.2,28.6,0.3,0.8,40.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0.0,0.2,1.0,0.0,0.3,0.0,-0.2
די ג'יי שארפ,מ.ס צפת,8,2,20.1,8.2,2.8,6.1,44.9,0.9,1.2,70.0,1.9,4.9,38.5,0.9,1.0,87.5,1.2,0.4,1.6,0.5,0.2,0.5,1.9,0.6,0.0,0.0,5.4
דיאמונד לואיס סטון,מכבי קרית גת,1,1,33.0,15.0,6.0,15.0,40.0,5.0,11.0,45.5,1.0,4.0,25.0,2.0,2.0,100.0,10.0,2.0,12.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,10.0
דיימונד סטון,מכבי קרית גת,5,5,28.4,20.2,8.0,14.8,54.1,7.2,11.8,61.0,0.8,3.0,26.7,3.4,4.8,70.8,7.0,2.4,9.4,1.0,0.0,3.4,3.2,4.2,2.4,0.2,22.2
דימיטרי רוברטס,"א.ס רמה""ש ירק השדה",9,9,32.4,19.2,5.7,13.9,40.8,4.2,8.3,50.7,1.4,5.6,26.0,6.4,7.0,92.1,2.6,0.3,2.9,10.2,1.1,3.6,1.9,5.2,0.0,0.4,24.0
דימיטריוס טרידוול,אליצור שומרון,10,10,30.8,12.6,5.1,9.6,53.1,5.1,9.5,53.7,0.0,0.1,0.0,2.4,5.2,46.2,6.8,3.7,10.5,3.1,1.1,2.7,1.8,4.9,0.4,0.6,20.1
דין אלינגר,הפועל אסטרל אילת,4,0,2.2,0.5,0.2,0.5,50.0,0.2,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.2,0.5,0.0,0.0,0.0,0.2,0.5
דנאל כוזהינוף,הפועל חיפה נווה שאנן שובל,1,1,25.0,10.0,4.0,8.0,50.0,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,14.0
דנאל כוזהינוף,הפועל נווה שאנן חיפה,9,4,21.8,7.6,2.6,7.8,32.9,0.8,2.6,30.4,1.8,5.2,34.0,0.7,1.1,60.0,1.6,0.4,2.0,4.4,1.7,2.6,2.9,1.6,0.0,0.2,5.9
דניאל גריידי,אליצור יבנה,8,0,4.8,1.0,0.4,0.6,60.0,0.1,0.1,100.0,0.2,0.5,50.0,0.0,0.2,0.0,0.1,0.1,0.2,0.2,0.1,0.2,0.8,0.1,0.1,0.0,0.4
דניאל נג'ר,מכבי קרית גת,5,4,32.6,7.4,2.8,6.8,41.2,2.2,4.8,45.8,0.6,2.0,30.0,1.2,2.0,60.0,5.2,1.8,7.0,6.2,0.6,3.8,2.0,2.8,0.0,0.0,13.4
דניאל קופרברג,מ.ס צפת,7,7,23.0,10.9,4.4,7.9,56.4,4.4,7.9,56.4,0.0,0.0,0.0,2.0,3.7,53.8,5.4,1.9,7.3,3.1,0.1,2.7,2.4,3.4,0.3,0.0,14.9
דניאל ראובן,"א.ס רמה""ש ירק השדה",9,2,18.0,4.0,1.3,4.0,33.3,0.6,1.4,38.5,0.8,2.6,30.4,0.6,1.0,55.6,1.0,0.8,1.8,0.4,0.8,0.6,2.2,1.8,0.0,0.2,2.7
דניאל רוזנבאום,הפועל חיפה נווה שאנן שובל,1,1,33.0,12.0,5.0,14.0,35.7,3.0,8.0,37.5,2.0,6.0,33.3,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,7.0
דניאל רוזנבאום,הפועל נווה שאנן חיפה,9,9,35.3,14.2,4.6,9.8,46.6,2.4,4.0,61.1,2.1,5.8,36.5,3.0,3.4,87.1,4.0,2.2,6.2,3.2,1.8,1.0,2.7,2.7,0.6,0.4,18.9
דניאל שרון,מכבי רחובות,9,0,17.7,6.2,2.3,6.2,37.5,2.2,5.1,43.5,0.1,1.1,10.0,1.4,3.0,48.1,4.0,2.3,6.3,1.3,0.8,1.3,1.2,2.1,0.7,0.2,9.2
